CountClassCoupled,CountClassDerived,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethodAll,CountDeclMethodPrivate,CountDeclMethodPublic,CountLineCode,MaxInheritanceTree,PercentLackOfCohesion,SumCyclomatic,CountClassBase,Alter
8,0,4,3,89,0,4,119,3,50,18,1,NO
5,0,4,0,89,0,4,84,3,0,13,1,NO
4,0,3,0,88,0,3,89,3,0,13,1,NO
6,0,4,0,89,0,4,86,3,0,13,1,NO
4,0,3,0,88,0,3,69,3,0,11,1,NO
4,0,3,0,88,0,3,68,3,0,11,1,NO
4,0,3,0,88,0,3,75,3,0,12,1,NO
5,0,3,0,88,0,3,65,3,0,10,1,NO
4,0,3,0,88,0,3,95,3,0,15,1,NO
4,0,3,0,88,0,3,91,3,0,15,1,NO
6,0,3,0,88,0,3,96,3,0,15,1,NO
5,0,3,0,88,0,3,72,3,0,11,1,NO
5,0,3,0,88,0,3,71,3,0,13,1,NO
6,0,3,0,88,0,3,95,3,0,12,1,NO
6,0,3,0,88,0,3,76,3,0,12,1,NO
7,0,3,0,88,0,3,75,3,0,8,1,NO
6,0,5,1,90,0,5,100,3,60,13,1,NO
4,0,3,0,88,0,3,87,3,0,14,1,NO
4,0,3,0,88,0,3,75,3,0,12,1,NO
4,0,6,0,91,0,6,112,3,0,20,1,NO
5,0,3,0,88,0,3,59,3,0,9,1,NO
5,0,3,0,88,0,3,90,3,0,14,1,NO
6,0,4,0,89,0,4,93,3,0,12,1,NO
5,0,3,0,88,0,3,77,3,0,12,1,NO
6,0,3,0,88,0,3,62,3,0,9,1,NO
4,0,3,0,88,0,3,61,3,0,9,1,NO
4,0,3,0,88,0,3,59,3,0,9,1,NO
4,0,3,0,88,0,3,59,3,0,9,1,NO
7,0,3,0,88,0,3,90,3,0,15,1,NO
5,0,3,0,88,0,3,78,3,0,13,1,NO
14,13,31,0,119,0,34,808,3,95,204,1,NO
2,0,13,7,36,0,13,90,3,71,19,1,NO
6,0,13,5,36,0,13,99,3,73,21,1,NO
2,0,7,0,31,0,8,65,3,70,14,1,NO
5,0,6,3,30,0,7,84,3,69,16,1,NO
4,0,7,3,31,0,8,104,3,72,19,1,NO
5,0,6,2,30,0,7,102,3,74,20,1,NO
3,0,7,0,31,0,8,95,3,70,18,1,NO
6,0,7,1,31,0,8,94,3,59,19,1,NO
2,0,7,0,31,0,8,65,3,70,14,1,NO
3,0,7,0,31,0,8,99,3,69,18,1,NO
4,0,11,0,35,0,12,193,3,73,38,1,NO
5,0,8,3,32,0,9,143,3,75,29,1,NO
4,0,11,0,35,0,12,193,3,73,38,1,NO
3,0,7,2,31,0,8,102,3,72,16,1,NO
5,0,6,0,30,0,7,85,3,61,15,1,NO
2,0,7,0,31,0,8,65,3,70,14,1,NO
2,0,9,0,33,0,10,77,3,77,17,1,NO
2,0,7,3,31,0,8,163,3,64,30,1,NO
2,0,9,3,33,0,10,171,3,71,32,1,NO
3,0,8,4,32,0,9,104,3,76,16,1,NO
3,0,8,0,32,0,9,132,3,74,25,1,NO
6,0,6,0,30,0,7,66,3,66,13,1,NO
3,0,8,4,32,0,9,89,3,74,17,1,NO
7,0,6,1,30,0,7,87,3,68,17,1,NO
5,0,7,0,31,0,8,69,3,70,14,1,NO
2,0,8,0,32,0,9,250,3,74,60,1,NO
5,0,7,0,31,0,8,69,3,70,14,1,NO
5,0,7,0,31,0,8,70,3,70,14,1,NO
8,0,7,0,31,0,8,92,3,70,18,1,NO
3,0,8,0,32,0,9,264,3,74,63,1,NO
2,0,7,0,31,0,8,65,3,70,13,1,NO
2,0,8,0,32,0,9,261,3,74,61,1,NO
3,0,8,0,32,0,9,259,3,74,61,1,NO
6,0,7,0,31,0,8,75,3,70,14,1,NO
6,0,7,0,31,0,8,75,3,70,14,1,NO
5,0,7,2,31,0,8,87,3,72,16,1,NO
2,0,6,0,30,0,7,67,3,66,13,1,NO
3,0,6,0,30,0,7,106,3,71,19,1,NO
4,0,8,8,32,0,9,142,3,74,21,1,NO
4,0,7,2,31,0,8,83,3,72,15,1,NO
2,1,6,0,30,0,7,62,3,66,13,1,NO
4,0,7,1,31,0,8,86,3,59,17,1,NO
6,0,8,2,32,0,9,96,3,60,18,1,NO
3,0,6,3,30,0,7,66,3,69,12,1,NO
2,0,13,17,37,0,14,245,3,85,40,1,NO
5,0,6,1,30,0,7,87,3,68,17,1,NO
8,0,7,6,31,0,8,126,3,71,22,1,NO
6,0,6,0,30,0,7,75,3,71,14,1,NO
2,0,13,4,37,0,9,217,3,77,41,1,NO
9,0,7,5,31,0,8,118,3,71,21,1,NO
6,0,6,1,30,0,7,88,3,64,17,1,NO
6,0,8,1,32,0,9,72,3,73,14,1,NO
4,0,11,3,35,0,12,303,3,83,61,1,NO
4,0,11,3,35,0,12,303,3,83,61,1,NO
4,0,11,3,35,0,12,303,3,83,61,1,NO
4,0,11,3,35,0,12,303,3,83,61,1,NO
3,0,8,9,32,0,9,143,3,70,26,1,NO
4,0,6,1,30,0,7,85,3,68,17,1,NO
5,0,6,0,30,0,7,70,3,57,13,1,NO
4,0,6,0,30,0,7,66,3,54,13,1,NO
2,0,7,1,31,0,8,67,3,68,14,1,NO
2,0,6,0,30,0,7,57,3,61,12,1,NO
3,0,6,1,30,0,7,61,3,64,12,1,NO
5,0,9,1,33,0,10,108,3,57,22,1,NO
4,0,7,1,31,0,8,83,3,71,17,1,NO
4,0,6,1,30,0,7,81,3,64,16,1,NO
2,0,13,6,36,0,13,90,3,67,20,1,NO
3,0,13,7,36,0,13,98,3,70,20,1,NO
3,83,10,1,23,0,10,50,2,80,10,1,NO
6,0,2,0,20,0,2,29,3,0,7,1,NO
6,0,2,0,20,0,2,29,3,0,7,1,NO
6,0,2,0,20,0,2,43,3,0,8,1,NO
6,0,2,0,20,0,2,67,3,0,10,1,NO
6,0,2,0,20,0,2,29,3,0,7,1,NO
6,0,2,0,20,0,2,54,3,0,8,1,NO
4,6,5,0,18,0,5,30,2,0,6,1,NO
3,0,7,0,45,0,7,29,3,0,7,1,NO
0,0,15,7,15,0,15,60,1,80,15,1,NO
8,0,1,0,3,0,3,67,1,0,13,1,NO
1,0,5,2,5,0,5,21,1,40,5,2,NO
11,0,1,0,10,0,10,173,1,0,43,1,NO
1,0,6,2,6,0,6,24,1,50,6,2,NO
1,0,2,0,19,0,2,8,3,0,2,1,NO
1,0,2,0,19,0,2,8,3,0,2,1,NO
1,0,2,0,19,0,2,8,3,0,2,1,NO
1,0,2,0,19,0,2,8,3,0,2,1,NO
1,0,2,0,19,0,2,8,3,0,2,1,NO
1,0,3,0,20,0,3,14,3,0,3,1,NO
1,0,2,0,19,0,2,8,3,0,2,1,NO
2,7,4,0,17,0,4,20,2,0,4,1,NO
2,0,7,1,129,0,7,50,3,42,9,1,NO
1,0,14,1,77,0,14,62,2,71,15,1,NO
1,0,8,2,71,0,8,47,2,37,9,1,NO
1,0,10,3,73,0,10,56,2,50,11,1,NO
1,0,14,1,77,0,14,62,2,71,15,1,NO
1,0,21,1,84,0,21,90,2,80,22,1,NO
1,0,14,1,77,0,14,62,2,71,15,1,NO
1,0,14,1,77,0,14,66,2,64,15,1,NO
0,0,9,2,72,0,9,30,2,61,9,1,NO
2,0,14,1,77,0,14,62,2,71,15,1,NO
1,0,19,4,82,0,19,87,2,78,20,1,NO
2,0,14,1,77,0,14,70,2,64,18,1,NO
2,0,21,3,84,0,21,100,2,74,22,1,NO
2,0,24,6,87,0,24,114,2,82,25,1,NO
1,0,16,2,79,0,16,71,2,68,17,1,NO
3,0,2,0,18,0,2,28,3,0,6,1,NO
3,0,2,0,18,0,2,42,3,0,8,1,NO
3,0,2,0,18,0,2,71,3,0,15,1,NO
4,0,2,0,18,0,2,87,3,0,20,1,NO
2,0,2,0,18,0,2,43,3,0,11,1,NO
2,0,2,0,18,0,2,41,3,0,10,1,NO
5,0,2,0,18,0,2,51,3,0,11,1,NO
4,0,2,1,18,0,2,43,3,50,9,1,NO
3,0,2,0,18,0,2,96,3,0,22,1,NO
4,0,2,0,18,0,2,35,3,0,7,1,NO
3,0,2,0,18,0,2,28,3,0,6,1,NO
2,0,2,0,18,0,2,44,3,0,11,1,NO
4,0,2,0,18,0,2,38,3,0,9,1,NO
4,13,3,0,16,0,3,11,2,100,2,1,NO
16,0,6,1,44,0,6,162,3,83,30,1,NO
12,0,6,0,44,0,6,175,3,0,32,1,NO
12,0,6,0,44,0,6,121,3,0,20,1,NO
14,0,11,2,49,0,11,227,3,72,42,1,NO
12,0,6,0,44,0,6,170,3,0,32,1,NO
10,0,6,0,44,0,6,107,3,0,18,1,NO
12,0,6,0,44,0,6,117,3,0,25,1,NO
8,0,7,0,45,0,7,106,3,0,18,1,NO
12,0,6,0,44,0,6,126,3,0,21,1,NO
9,0,6,0,44,0,6,127,3,0,21,1,NO
14,0,6,0,44,0,6,91,3,0,16,1,NO
11,0,6,0,44,0,6,108,3,0,21,1,NO
11,0,6,0,44,0,6,83,3,0,16,1,NO
8,0,6,0,44,0,6,178,3,0,36,1,NO
6,0,6,0,44,0,6,105,3,0,13,1,NO
6,0,6,0,44,0,6,93,3,0,13,1,NO
6,0,6,0,44,0,6,93,3,0,13,1,NO
6,0,6,0,44,0,6,93,3,0,13,1,NO
11,0,6,0,44,0,6,143,3,0,25,1,NO
13,0,6,0,44,0,6,191,3,0,34,1,NO
13,0,6,0,44,0,6,191,3,0,34,1,NO
13,0,6,0,44,0,6,155,3,0,26,1,NO
12,0,6,0,44,0,6,196,3,0,32,1,NO
6,0,6,0,44,0,6,74,3,0,14,1,NO
10,0,6,0,44,0,6,105,3,0,18,1,NO
10,0,6,0,44,0,6,79,3,0,15,1,NO
8,0,7,0,45,0,7,99,3,0,20,1,NO
7,0,7,0,45,0,7,105,3,0,19,1,NO
10,0,6,0,44,0,6,86,3,0,17,1,NO
12,0,6,0,44,0,6,92,3,0,16,1,NO
10,0,6,0,44,0,6,103,3,0,21,1,NO
8,0,6,0,44,0,6,126,3,0,23,1,NO
8,0,6,0,44,0,6,136,3,0,23,1,NO
6,0,7,0,45,0,7,73,3,0,15,1,NO
3,0,6,0,44,0,6,45,3,0,10,1,NO
3,0,6,0,44,0,6,44,3,0,10,1,NO
3,0,6,0,44,0,6,44,3,0,10,1,NO
3,0,6,0,44,0,6,44,3,0,10,1,NO
3,0,6,0,44,0,6,44,3,0,10,1,NO
3,0,6,0,44,0,6,44,3,0,10,1,NO
3,0,6,0,44,0,6,44,3,0,10,1,NO
3,0,6,0,44,0,6,44,3,0,10,1,NO
4,0,6,0,44,0,6,53,3,0,11,1,NO
3,0,6,0,44,0,6,49,3,0,10,1,NO
3,0,6,0,44,0,6,54,3,0,10,1,NO
3,0,6,0,44,0,6,48,3,0,10,1,NO
5,0,6,1,44,0,6,75,3,66,16,1,NO
4,0,6,0,44,0,6,53,3,0,11,1,NO
4,0,6,0,44,0,6,50,3,0,11,1,NO
7,0,7,0,45,0,7,93,3,0,17,1,NO
11,0,7,0,45,0,7,135,3,0,27,1,NO
9,0,6,0,44,0,6,89,3,0,17,1,NO
11,0,6,0,44,0,6,135,3,0,31,1,NO
10,0,6,0,44,0,6,114,3,0,22,1,NO
4,0,6,0,44,0,6,51,3,0,10,1,NO
13,0,6,0,44,0,6,169,3,0,32,1,NO
11,0,6,0,44,0,6,124,3,0,23,1,NO
4,0,6,0,44,0,6,53,3,0,12,1,NO
12,0,6,0,44,0,6,208,3,0,39,1,NO
10,0,6,0,44,0,6,79,3,0,15,1,NO
15,0,6,0,44,0,6,175,3,0,34,1,NO
10,0,7,0,45,0,7,241,3,0,46,1,NO
7,0,7,0,45,0,7,92,3,0,17,1,NO
13,0,6,0,44,0,6,175,3,0,37,1,NO
11,0,6,1,44,0,6,120,3,66,23,1,NO
13,0,6,0,44,0,6,108,3,0,23,1,NO
6,0,6,0,44,0,6,91,3,0,16,1,NO
13,0,6,0,44,0,6,179,3,0,37,1,NO
10,0,6,0,44,0,6,77,3,0,15,1,NO
13,0,6,0,44,0,6,232,3,0,52,1,NO
6,0,6,0,44,0,6,104,3,0,19,1,NO
12,0,6,0,44,0,6,177,3,0,34,1,NO
11,0,6,0,44,0,6,158,3,0,33,1,NO
14,0,6,0,44,0,6,130,3,0,27,1,NO
10,0,6,0,44,0,6,90,3,0,16,1,NO
8,0,6,0,44,0,6,91,3,0,17,1,NO
13,0,6,0,44,0,6,133,3,0,25,1,NO
6,0,6,0,44,0,6,81,3,0,14,1,NO
7,0,12,0,50,0,12,394,3,0,80,1,NO
7,0,6,0,44,0,6,185,3,0,37,1,NO
7,0,6,0,44,0,6,177,3,0,37,1,NO
10,0,6,0,44,0,6,79,3,0,15,1,NO
11,0,6,0,44,0,6,105,3,0,18,1,NO
5,0,5,0,43,0,5,68,3,0,15,1,NO
12,0,6,0,44,0,6,201,3,0,41,1,NO
13,0,6,0,44,0,6,204,3,0,40,1,NO
13,0,6,0,44,0,6,207,3,0,41,1,NO
13,0,6,0,44,0,6,200,3,0,41,1,NO
17,0,9,0,47,0,9,245,3,0,46,1,NO
14,0,6,0,44,0,6,221,3,0,43,1,NO
19,0,6,0,44,0,6,238,3,0,45,1,NO
16,0,6,0,44,0,6,181,3,0,33,1,NO
19,0,6,0,44,0,6,236,3,0,44,1,NO
15,0,6,0,44,0,6,206,3,0,39,1,NO
16,0,6,0,44,0,6,214,3,0,40,1,NO
16,0,6,0,44,0,6,181,3,0,33,1,NO
19,0,6,0,44,0,6,236,3,0,44,1,NO
19,0,6,0,44,0,6,232,3,0,43,1,NO
19,0,6,0,44,0,6,232,3,0,43,1,NO
19,0,6,0,44,0,6,232,3,0,43,1,NO
19,0,6,0,44,0,6,232,3,0,43,1,NO
19,0,7,0,45,0,7,280,3,0,41,1,NO
19,0,7,0,45,0,7,277,3,0,40,1,NO
10,0,6,0,44,0,6,100,3,0,18,1,NO
8,0,6,0,44,0,6,239,3,0,52,1,NO
13,0,6,0,44,0,6,108,3,0,21,1,NO
10,0,6,0,44,0,6,111,3,0,19,1,NO
5,0,6,0,44,0,6,54,3,0,11,1,NO
6,0,8,0,47,2,7,187,3,0,27,1,NO
6,0,7,0,45,0,7,65,3,0,11,1,NO
10,0,6,0,44,0,6,86,3,0,16,1,NO
12,0,6,0,44,0,6,102,3,0,19,1,NO
7,119,24,5,38,0,25,178,2,88,41,1,NO
5,0,1,0,28,0,28,163,1,86,40,1,NO
3,0,29,7,29,0,29,336,1,68,67,2,NO
1,0,2,0,31,0,2,20,2,0,4,2,NO
1,0,25,2,25,0,25,107,1,34,32,2,NO
2,0,25,2,25,0,25,104,1,68,31,2,NO
2,0,26,2,26,0,26,105,1,73,32,2,NO
16,0,1,0,36,0,36,166,1,0,46,2,NO
10,0,1,0,19,0,19,85,1,0,28,2,NO
16,0,1,0,37,0,37,214,1,0,54,2,NO
10,0,1,0,23,0,23,76,1,0,25,2,NO
16,0,1,0,36,0,36,133,1,0,41,2,NO
16,0,1,0,36,0,36,116,1,0,37,2,NO
16,0,1,0,36,0,36,149,1,0,47,2,NO
16,0,1,0,36,0,36,119,1,0,38,2,NO
16,0,1,0,37,0,37,144,1,0,45,2,NO
12,0,1,0,29,0,29,101,1,0,32,2,NO
16,0,1,0,36,0,36,127,1,0,40,2,NO
16,0,1,0,37,0,37,143,1,0,45,2,NO
11,0,1,0,29,0,29,100,1,0,32,2,NO
16,0,1,0,36,0,36,149,1,0,47,2,NO
15,0,1,0,36,0,36,119,1,0,38,2,NO
15,0,1,0,37,0,37,138,1,0,43,2,NO
11,0,1,0,27,0,27,95,1,0,30,2,NO
17,0,1,0,40,0,40,139,1,0,44,2,NO
0,0,2,0,2,0,2,8,1,0,3,2,NO
1,0,1,0,3,0,3,26,1,0,8,1,NO
0,0,12,2,12,0,12,53,2,45,13,1,NO
1,0,11,1,11,0,11,75,1,18,21,3,NO
14,0,59,2,59,0,59,245,1,64,64,2,NO
1,0,1,0,5,0,5,80,1,0,18,1,NO
0,0,1,0,11,0,11,87,1,0,24,1,NO
0,0,2,0,2,0,2,8,1,0,3,2,NO
0,0,44,1,44,0,44,133,1,2,44,1,NO
0,0,2,0,2,0,2,13,2,0,3,1,NO
4,0,11,1,11,0,11,54,1,27,14,1,NO
0,0,9,2,9,0,9,50,2,38,12,1,NO
0,0,9,8,9,0,9,104,2,86,21,1,NO
0,0,9,16,9,4,4,257,2,75,50,1,NO
3,0,15,2,15,0,15,63,2,46,18,1,NO
2,0,11,1,11,0,11,36,2,0,11,1,NO
4,1,15,2,15,0,15,57,2,46,17,1,NO
3,1,11,1,11,0,11,33,2,9,11,1,NO
1,0,3,0,18,0,3,8,3,0,3,1,NO
1,0,3,0,14,0,3,8,3,0,3,1,NO
6,0,6,0,35,0,6,112,3,0,18,1,NO
7,1,29,15,29,0,29,326,2,89,76,1,NO
6,0,1,0,33,0,33,245,1,0,62,1,NO
5,0,4,0,17,0,16,144,2,66,35,1,NO
3,0,5,2,5,0,5,41,1,40,9,1,NO
3,0,3,0,4,0,4,96,2,0,20,1,NO
2,0,2,0,2,0,1,21,2,0,3,1,NO
1,0,1,0,2,0,2,9,2,0,2,1,NO
3,0,3,0,4,0,4,29,2,0,5,1,NO
1,0,2,0,2,0,2,32,2,0,7,1,NO
5,0,7,0,8,0,5,92,2,0,13,1,NO
1,0,4,0,4,0,1,20,2,0,4,1,NO
1,0,1,0,2,0,2,8,2,0,2,1,NO
0,0,4,0,5,0,3,37,2,0,5,1,NO
2,0,1,0,2,0,2,54,2,0,6,1,NO
2,0,1,0,2,0,2,87,2,0,16,1,NO
5,0,5,0,6,0,6,91,2,0,18,1,NO
1,0,1,0,2,0,1,27,2,0,3,1,NO
0,0,13,3,45,0,10,223,3,71,16,1,NO
1,0,4,0,5,0,5,23,2,0,5,1,NO
2,0,4,0,5,0,5,44,2,0,8,1,NO
2,0,4,0,5,0,5,54,2,0,10,1,NO
1,0,0,0,36,0,36,162,1,94,39,1,NO
3,0,3,0,4,0,4,66,2,0,12,1,NO
1,0,2,0,3,0,3,17,2,0,3,1,NO
1,0,3,0,4,0,4,21,2,0,4,1,NO
1,0,2,0,3,0,3,55,2,66,8,1,NO
1,0,3,0,3,0,3,21,1,0,4,2,NO
1,0,1,0,2,0,2,9,2,0,2,1,NO
2,0,4,0,5,0,1,60,2,0,8,1,NO
2,0,2,0,2,0,2,21,2,0,3,1,NO
4,0,2,0,3,0,3,75,2,0,14,1,NO
2,0,4,0,5,0,5,120,2,0,20,1,NO
2,0,4,0,5,0,5,46,2,0,8,1,NO
1,0,2,0,2,0,2,17,2,0,3,1,NO
1,0,2,0,3,0,3,10,2,0,3,1,NO
2,0,2,0,3,0,3,26,2,0,4,1,NO
2,0,5,0,6,0,6,23,2,0,7,1,NO
1,0,2,0,2,0,2,83,2,0,15,1,NO
3,0,3,0,4,0,4,86,2,0,16,1,NO
1,0,2,0,3,0,3,28,2,0,5,1,NO
1,0,2,1,3,0,3,14,2,33,4,1,NO
3,0,3,2,4,0,4,65,2,50,12,1,NO
2,0,3,0,4,0,4,53,2,0,9,1,NO
0,0,1,0,2,0,2,7,2,0,2,1,NO
1,0,1,0,2,0,2,13,2,0,2,1,NO
2,0,3,0,4,0,4,32,2,0,5,1,NO
0,0,2,0,2,0,2,14,2,0,2,1,NO
1,0,3,0,4,0,3,29,2,0,5,1,NO
3,0,3,0,4,0,4,27,2,0,5,1,NO
2,0,2,0,2,0,2,29,2,0,4,1,NO
2,1,32,11,32,0,32,190,2,88,47,1,NO
2,0,1,0,35,0,35,177,1,51,49,1,NO
4,0,10,2,10,0,8,112,1,65,26,1,NO
5,0,3,0,29,0,29,264,1,27,64,1,NO
0,0,0,0,5,0,5,17,1,0,5,1,NO
1,33,10,4,10,0,10,73,1,67,17,2,NO
9,0,4,4,14,0,4,62,2,56,11,1,NO
11,0,4,2,14,0,4,53,2,75,9,1,NO
12,0,5,4,17,0,7,132,2,75,24,1,NO
6,0,4,4,14,0,4,43,2,62,8,1,NO
4,0,5,4,15,0,5,43,2,70,9,1,NO
4,0,4,2,14,0,4,112,2,75,20,1,NO
9,0,4,1,14,0,4,37,2,100,8,1,NO
1,0,4,3,14,0,4,35,2,66,7,1,NO
2,0,4,3,14,0,4,35,2,75,7,1,NO
2,0,4,3,14,0,4,52,2,66,10,1,NO
10,0,7,25,17,0,7,297,2,82,60,1,NO
2,0,4,3,14,0,4,53,2,66,10,1,NO
3,0,4,1,14,0,4,28,2,100,7,1,NO
5,0,4,3,14,0,4,31,2,66,6,1,NO
13,0,5,3,15,0,5,70,2,73,13,1,NO
9,0,4,2,14,0,4,62,2,50,12,1,NO
8,0,4,6,14,0,4,81,2,41,15,1,NO
8,0,4,5,14,0,4,100,2,55,18,1,NO
17,0,5,3,15,0,5,113,2,73,23,1,NO
10,0,4,3,14,0,4,96,2,66,18,1,NO
10,0,4,4,14,0,4,142,2,62,30,1,NO
12,0,4,3,14,0,4,93,2,66,18,1,NO
9,0,24,5,25,0,20,214,1,78,50,1,NO
8,0,1,0,18,0,18,131,1,50,37,1,NO
2,0,8,3,8,0,8,51,1,70,13,2,NO
2,0,1,0,22,0,22,160,1,13,39,1,NO
0,0,3,3,3,0,3,22,2,33,5,1,NO
0,0,2,1,2,0,2,8,2,0,2,1,NO
0,0,3,3,3,0,3,27,2,33,6,1,NO
3,0,0,0,7,0,7,22,1,0,7,1,NO
17,1,6,1,6,0,6,59,2,83,10,3,NO
3,0,1,0,15,0,2,40,2,0,10,1,NO
2,0,7,0,7,0,7,208,1,0,42,1,NO
1,0,3,2,3,0,3,25,1,16,5,2,NO
0,0,1,0,1,0,1,5,2,0,1,1,NO
2,1,81,5,81,0,78,699,1,83,181,4,NO
6,1,1,0,13,0,13,251,1,66,61,1,NO
4,0,1,0,14,0,14,155,1,76,35,1,NO
